attraction,country,review,score,trip_date
LEGOLAND Billund,Denmark,"It was easy to book online and even saved us 5 % on the price of tickets. We got 2 children's tickets for free through LIDL. We called Lego to change the date and they were very happy to help.

We arrived 1030 and it was easy to find a parking spot and the entrance was but a leasurely stroll away. We had printed the tickets and entering was fast and efficient. Reviews said that the food was expensive, of varying quality and the waiting time could be long, so we brought all our own food, saved a bundle and snacked between activities, so we did not spend valuable time on waiting for food. We stored a bag of clothes and food in the locker just inside the entrance, but as it was a warm day we ended up not needing it, although we got quite wet during the pirate activity.

The weather was nice and sunny without being too hot, all the staff were very friendly and cheerful and waiting times very low, only one activity took ~ 15 minutes to get to, all others were 0-5 minutes and some we were even able to stay in the activity for several trips.

The app was very helpful in planning the day with regards to wayfinding and waiting time, and there were maps available too.

There were hand sanitizers before and after all activities and the staff were very good at nudging us to use them every time.

All in all an extremely enjoyable day, and we look forward to coming back another time, outside the high season. I believe the key to a successful trip is going when there is not too many people at the park.
Read more",5.0,Jun 2021
LEGOLAND Billund,Denmark,"We we are a family of 4 coming from Copenhagen to visit Legoland and we are very disappointed with the lack of information we receive before booking this trip.
We booked a two day trip with you on the seventh and eighth of May an upon arriving we noticed that all the interior all the indoor activities at closed.
this is quite disappointing because these are the favorite activities of our kids ( 5 and 8) we understand there are Covid restrictions but you should have clearly stated on your website when you put on your website so we can take an informed decision .
I called customer service and they mention that this is detailed on the Danish websites but it is not detail on the English one under covid restrictions.
To know about it I will have to check each one of the rides and the check if all of them are applicable . There is nowhere written i”all indoors activities are closed or check the rides availability...it is just not fair !
Read more",2.0,May 2021
LEGOLAND Billund,Denmark,"Awesome weather during Easter, very few visitors = no lines at any attractions and outlets. As always very friendly staff ... Fantastic day",5.0,Apr 2021
LEGOLAND Billund,Denmark,"I’ve loved Lego since I was 8 1/2 so visiting Legoland has been on my bucketlist for years!
Lego as far as the eye can see, it was like Willie Wonka’s factory but with LEGO! (Unfortunately, there were no Oompa Lompas though)
Only disappointment was the choices at the restaurants, but found plenty to eat out in the theme park, phew!",5.0,Mar 2021
LEGO House,Denmark,Almost better than Legoland! So many fun and interactive things for kids and adults. Lots to see. Plan to spend several hours and definitely have lunch at Mini Chef. So much fun!,5.0,Oct 2021
LEGO House,Denmark,"A very unique experience with every thing being lego.
Definitely check this place out with your kids",5.0,Oct 2021
LEGO House,Denmark,"We brought our kids (boys - 3 and 6 years old) for a whole day (10-15), and they were ecstatic throughout the visit. Lots of great Lego models, areas with both free-form building and related activities hit the spot for them. The brick restaurant is worth a visit for the ""Lego minifigures and robots"" cooking theme, complete with meal boxes as bricks, cooking robots and ""build you own meal in Lego"" for ordering.",5.0,Sep 2021
LEGO House,Denmark,"Lego House is just one of the most wonderful places in the world, if you are a LEGO lover, but also if you are not. It's becoming a kid again, it's getting as much creative as you can, it's discovering the endless possibilities of creating and learning through LEGOs. My kids were amazed and me too: it was a journey in time, through the values driving LEGO group, in the museum, and a journey through the different sides of creativity in the different areas. And the LEGO restaurant is truly an experience and the food was very good.",5.0,Aug 2021
LEGO House,Denmark,A lot of amazing Lego builds to both enjoy and teach you a bit about Denmark. Furthermore it also has a lot of amazing rides for children as well as some great rollercoasters. Can definitely recommend spending the entire day here and ending it with a visit to the Lego shop which has almost all active Lego sets in store.,5.0,Jul 2021
LEGO House,Denmark,Great place to play with bricks in unusual ways. Children have never seen so many bricks at once. Great addition to visit in Legoland.,5.0,Jul 2021
LEGO House,Denmark,"Fun experience, for adults and children alike! I thought 3 hours would be enough, but we ended spending our whole day there and still missed a few things. Some of the experiments, like the interactive metropolis, should be made into sets :)",5.0,Jul 2021
LEGO House,Denmark,"Despite writing slot about it on their website, the actual safety measures are none-existing. Too many people are being let in, and the different areas are not regulated, so there are large crowds where distancing is impossible. Nothing is done by the staff to ensure that distance is being kept, and that people use the dispensers. Given that a large part of the visitors are Danish kids up to 15, a.k.a not vaccinated or tested, i can only reccomend this if you and your children are fully vaccinated.",1.0,Jul 2021
LEGO House,Denmark,Amazing place to enjoy with the kids and the new beekeeper robot at the Blue Zone is really fun even my 5yo could enjoy by herself.,5.0,Jul 2021
LEGO House,Denmark,"Even though the place has english all around, the staff are quite unhelpful. And even the ones who can, speak english with a very heavy accent that hard to understand. We tried to ask one of the staff about lego house and we were passed around. Some even turn away the moment we say we dont understand danish. If you want to attract more people especially internationals, please do as all a favour and hire someone who can actually and happy to speak english. It was so awkward! Will never go there again. Such a waste of money.",1.0,Apr 2021
Romo Island,Denmark,Visit this island again after 30 years and there was nothing to see or do. Drive a around and found nothing here. Even the beach is huge but I ptrepare Fanø,2.0,Jan 2021
Rosenborg Castle,Denmark,What a fantastic historic site. It’s not that expensive for all that you see inside. Photos allowed. Incredible art and furnishings as well as textiles and jewellery from different centuries. Excellent docents- especially the long-haired gent in the Rose- provide fascinating historical context. All spoke English very well. There is an English guide you can pick up at the till that provides a good snapshot of each room (as room placards are only in Danish). Plus there’s an app that provides even more in-depth discussion of what you see.,5.0,Oct 2021
Rosenborg Castle,Denmark,Visited the castle last Sunday. Plenty of historical artefacts to see. Everything is beautifully preserved and accessible.,5.0,Oct 2021
Rosenborg Castle,Denmark,It is not big but has intact Renaissance interiors. It is in the middle of a nice park in what is nowadays Central Copenhagen. In the basement are the Danish Royal Jewels.,4.0,Sep 2021
Rosenborg Castle,Denmark,"I understand that this is the home of the Danish Royal families crown jewels, and is located in the absolutely stunning Rosenberg Castle, however I feel that the entry fee of 120DKK (£13:75/€16:15/$19:00/¥2,081) at the time of writing is a little over priced.

1 floor level of the museum was closed on week days due to “COVID-19” financial impact, bug is open on the weekends, when apparently “COVID-19” financial impacts don’t count.",3.0,Sep 2021
Rosenborg Castle,Denmark,Beautiful old palace. Very well maintained and in the treasury you can find the crown jewels etc. Note that some of the interior is not originally from this castle but saved from others.,5.0,Sep 2021
Rosenborg Castle,Denmark,The best parts of the castle are the gardens which are free to enter and the treasury which has some really cool weapons and crown jewels. The normal part of the castle is interesting too. The castle is definitely worth one visit and the garden is a great place to go multiple times.,4.0,Sep 2021
Rosenborg Castle,Denmark,"The castle residence was very meh to me. If it hadn't been for the Crown Jewels (which were so beautiful) in the basement, I'd have been a bit disappointed here (especially given the high admission price). The building itself is rather small and none of the rooms were that impressive.

As for the exterior, the garden shots are free to take and the postcard shots are from the free area. And you can also get fantastic shots of it from the Round Tower for free in the late afternoon (when the sun hits it). So no need to pay to see the exterior.",3.0,Sep 2021
Rosenborg Castle,Denmark,If you have a Copenhagen Card (which I strongly recommend) do not miss this lovely castle. It is easy to find and is well worth visiting if you are interested in Royal history and seeing lots of art. Don't miss the Crown Jewels as well. Room after room of history - with art and furniture from the period and lots of incredible ornate decoration. Also allow time to wander around the gardens and take photos of the stunning exterior of the castle.,5.0,Aug 2021
Rosenborg Castle,Denmark,"Combine with Amalienborg for best value.
No audio guide - seems typical in Copenhagen which is disappointing considering the price.
Nice rooms to see but one floor was closed.
The free gardens (the Kings Gardens) around the castle are worth a wander and to have a picnic lunch if the weather is good.",4.0,Aug 2021
Rosenborg Castle,Denmark,A lovely little castle with gorgeous grounds. Be sure to enjoy the whole place! The lower level houses the vault with the Danish crown jewels.,5.0,Jul 2021
Rosenborg Castle,Denmark,"I think the city of Copenhagen in Denmark is a magnificent place, it has affected me in every way, both in terms of tourism, the ocean and lifestyle, so I have a special interest in this city, country and even its people, one of the places to go.",5.0,May 2021
Rosenborg Castle,Denmark,My wife and I visited the castle over the weekend and we really enjoyed it. The building and artifacts were amazing. The best part was the visit down to the vaults where the crown jewels and other priceless items were kept. We did the visit in maybe 1-2 hours. I would definitely recommend visiting the castle.,5.0,Jun 2021
Rosenborg Castle,Denmark,"Lovely castle, it takes 1-2 hours to see everything. Please note - it you want to see the Crown Jewels you would need a ticket for the exhibition as well.",4.0,May 2021
Egeskov Castle,Denmark,"First off, it's not in Odense but in Kværndrup, a 30-minute drive from Odense. Secondly, the entry fee is absolutely exorbitant. We don't really care about the activities, wanted to see the castle only. But for this kind of money you can see a couple of world class museums. They don't publish the price on their site so when you come in you have little choice but to fork our quite a bit of dough. So beware, if you're in just for the castle it's an expensive proposition and hardly worth it.",1.0,Aug 2021
Egeskov Castle,Denmark,"Lovely place. Can spend a day or more, they have so much to do.
This is a pleasant hybrid between a castle, automobile museum, theme / activity park.",5.0,Jun 2021
Egeskov Castle,Denmark,"What a great day here!!
The castle: beautiful from the outside, impressive from the inside.
Gardens: well kept, full of picturesque flower arrangements.
Exhibitions: absolutely cool stuff for kids and adults.
Playgrounds: it was almost impossible to remove the kids, there is stuff to do and climb for every age. One of the best playgrounds ever in a most beautiful setting.
All over, it was a perfect day. The seven year old said it was even better than Legoland",5.0,Jun 2021
The Black Diamond - Royal Danish Library,Denmark,Fascinating piece of architecture. Unfortunaly did not have time to go inside. It is right on tje coast. You have a great view during boat ride. Go visit.,5.0,Aug 2021
Lindholm Hoeje Museum,Denmark,"Highlight of my trip to Aalborg and well worth the trek across half of Jutland to get there.
The Lindholm Hoeje Museum is on the site of Viking Burial tombs and houses discovered under sand dunes on a shooting range in the 1950's.
The museum itself has a small cafe and shop with two exhibitions. One on the vikings in the area and the other on geology and wildlife.
The staff in the museum were knowledgeable friendly, helpful (looking after my bag) and even booked a taxi at the end of the day.
The highlight were the ruins outside. A peaceful windswept hill, with burial chamber remains of granite boulders and houses.
A truly special site!
Read more",5.0,Sep 2021
