country,user_id,attraction,score,review,trip_date
Czech,Anikatjie,Cathedral of St. Peter and St. Paul,5.0,"If you are willing to do stairs, its so worth it! Beautiful view of Brno and also very interesting inside!",Oct 2014
Czech,W9937FMChris,Cathedral of St. Peter and St. Paul,3.0,"Their location is good (good views) but, we didn't find them particularly beautiful.

St John's, in town, is much more impressive.",Nov 2014
Czech,gagata_abc,Cathedral of St. Peter and St. Paul,5.0,"Beautiful gothic cathedral (partly baroque interior). View from towers - no better than from Spilberk Castle, staircase is modern, so not a must-see.",Oct 2014
Czech,Giota,Cathedral of St. Peter and St. Paul,5.0,"I've never seen such a huge cathedral in my life! The size of it, the architecture, the atmosphere inside... I couldn't take my eyes out of it. I still admire it from most parts of Brno cause it's visible almost from everywhere! You have to see it! A must go!",Oct 2014
Czech,JeanOhl,Cathedral of St. Peter and St. Paul,4.0,"The history behind this Cathedral is quite unique. In learning about the Cathedral, you literally learn about the history of the town. The views from the Cathedral grounds are incredible. It is well worth the walk up the hill, if you are in Brno.",Sep 2014
Czech,Radek H,Cathedral of St. Peter and St. Paul,5.0,The medieval cathedral is very well located with nice view to surounding city. The building is very impressive and walking on the park around is very nice. I suggest to visit this place if you are in Brno and want to relax,Aug 2014
Czech,Liina S,Cathedral of St. Peter and St. Paul,5.0,"Great architecture, a massive church which takes your breath away. Havent been inside yet but certainly worth seeing and visiting.",Sep 2014
Czech,Tim Fargo,Cathedral of St. Peter and St. Paul,5.0,"At the edge of the center and commanding a view of the area, this would be worth a visit without the Cathedral. The building is stunning on the outside and inside. You can even turbo charge the view for 40CZk by going up some stairs on the side. A must visit spot.",Sep 2014
Czech,John W,Cathedral of St. Peter and St. Paul,4.0,"A slightly tiring climb, from Rondo (Ice Hockey Rink) end of town, but worth the effort. Very impressive and calming, until the 11am bells clang! (Not 12 noon apparently, dating from when Swedish army in distant past allegedly stopped fighting at 12 so crafty Czechs rang bells one hour early!).
Architecture in the old town near vicinity is also very impressive. Also easy to get to Spilberk Castle from here.",Sep 2014
Czech,Jeff T,Cathedral of St. Peter and St. Paul,4.0,"The Cathedral of St. Peter & Paul beckons you from its high perch! It is actually an easy walk from the base. The little gardens and views add to the hike. Make sure that you walk totally around the church at the
summit. It is worth a visit inside, but nothing outstanding. We did not climb the bell tower , but wish that we did!",May 2014
Czech,tomasina d,Cathedral of St. Peter and St. Paul,5.0,"My friend and I paid the nominal fee to go up the bell tower, it was totally worth it. If you can, try to go on the hour so you can see and hear the bell ring from there. Fantastic photo opportunities and views.",Jul 2014
Czech,TassieTravellers99,Cathedral of St. Peter and St. Paul,3.0,This cathedral was quite impressive looking on the outside. We bypassed the tower as it would not be much use because the weather was poor when we visited and we went straight inside. We found that the crypt was closed so all we could do was read up on some history and admire the altar and some stained glass windows.,May 2014
Czech,Jordi P,Cathedral of St. Peter and St. Paul,3.0,"The ticket to the tower bell is cheap, and there are good views from Brno. I didn't see anything special in the church.",Aug 2014
Czech,Andylucia,Cathedral of St. Peter and St. Paul,4.0,"The cathedral is very nice, perched on top of the hill. We could not go beyond the area behind the pews, but it was a lovely site.",Sep 2013
Czech,SittExplorer,Cathedral of St. Peter and St. Paul,3.0,"Lovely cathedral with a lot of history. Bell tower is just round the corner and you can get some fantastic views of Brno, small cost to go up but it's not a lot.",Aug 2014
Czech,IgorGinzburg,Cathedral of St. Peter and St. Paul,5.0,"Beautiful cathedral outside and inside with a lot of history. Besides, it helped us very much to hide from rain.",Aug 2014
Czech,Jaroslav M,Cathedral of St. Peter and St. Paul,5.0,Historical place. Old cathedral free entery. Its monumental and you can see it from many places so you will be thinking what you can see there :),Nov 2013
Czech,Braxton R,Cathedral of St. Peter and St. Paul,5.0,I sung a choir concert here back in 2011. The interior of the cathedral is absolutely stunning. The detail work on the wood is fantastic. Definitely a must-see in Brno!,Sep 2013
Czech,gil s,Cathedral of St. Peter and St. Paul,4.0,beautyfull gothic cathedral. going all the way up to the top of the towers is an experience and the view is breathtaking. if youre timing is good you can see (and hear) the bells in action...,Jun 2014
Czech,drjeff1968,Cathedral of St. Peter and St. Paul,5.0,"Well worth a look. Yes, there are many beautiful churches across Europe. But this one is right up there.",Jun 2014
Czech,NayiU,Cathedral of St. Peter and St. Paul,4.0,This very beautiful Gothic Cathedral. It has some incredible pieces of religious art. I really enjoyed to visit it.,May 2014
Czech,sigzag,Cathedral of St. Peter and St. Paul,5.0,"The capitulary and parish church was established by prince Vratislav II in the 2nd half of the 11th century according to the model of the Roman Church of St. Peter and Paul, when the prince began to build his seat at Vyšehrad as a purposeful opposite to Prague Castle. According to a legend, Vratislav supposedly brought 12 baskets of stones for the building’s foundations. That is also related to the founding of the canonry, which was independent on the Prague archbishop and subordinated directly to the pope in Rome. This independence was only abolished in 1763.

The entrance fee was only KC 30
Read more",May 2014
Czech,Fasaig,Cathedral of St. Peter and St. Paul,5.0,"Our visit to the cathedral in Brno was enhanced by the fact that the organist was rehearsing when we arrived. Even without that, I am glad we made the decision to pedal and push our bikes up the hill. The effort was well rewarded.

The church is more simply decorated than many we have seen in Moravia. That said, the windows behind the altar are gorgeous and the stations of the Cross most moving.

I would recommend a visit.
Read more",May 2014
Czech,Maria K,Cathedral of St. Peter and St. Paul,4.0,"The cathedral is both beautiful from afar and up close, during the day it dominates the skyline of the center of Brno, and during the night it is illuminated with all the lights on it. beautiful on the inside, and to walk around in those small old streets. and from it you have a very nice view over the city!",Feb 2014
Czech,AnyaOgorodnikova,Cathedral of St. Peter and St. Paul,5.0,One of the best views on Brno from Denisovy Sady around the Cathedral. Love the outline of the cathedral in the skyline of the city.,Apr 2014
Czech,Božena K,Cathedral of St. Peter and St. Paul,5.0,"The Cathedral was an important church in the 14th century.The catedral was damaded in the year 1643 during the Swedish siege..but the overall reconstruction was finished in the year 1909. There are very nice concerts e.g. now Oestern concert. Besides is also possible to visit the crypt, jewel.chamber and towers.",Mar 2014
Czech,Andy51drama,Cathedral of St. Peter and St. Paul,3.0,"Attractive stained glass windows, smaller than expected - worth a visit. There is a tower that can be climbed in order to see the views of Brno. Shop nearby for lots of religious artefacts.",Apr 2014
Czech,Schalk V,Cathedral of St. Peter and St. Paul,4.0,"Do do this tour! You will be in awe of the cathedral. Make the trip up to the bell tower... What a view, you will not be disappointed. Awesome military shops around town.",Apr 2014
Czech,Pelegrini,Cathedral of St. Peter and St. Paul,4.0,"very pretty and nice atmosphere, you can climb up the tower and see the whole city from up there.
inside there where a choral singing, nice as well and the mix whit the architecture made everything dance together",Apr 2013
Czech,Sheena B,Cathedral of St. Peter and St. Paul,5.0,"This cathedral is well worth the walk to the top of the hill. If you don't want to climb the tower, walk around the outside and continue around the walls.",Mar 2014
Czech,bogsider,Cathedral of St. Peter and St. Paul,4.0,It sits on top of a hill overlooking just about everything in Brno. It is Romanesque with a heavy dose of Gothic. For 35 crowns you can climb the tower to the observation deck. The steps to the top are curved with not a lot of room from those coming down. Worth a look. Not the most beautiful church inside but you can still feel the grandeur. No photography unless it's on your cell phone. At least that's what we were told. I still took pics with my camera without the flash.,Mar 2014
Czech,David K,Cathedral of St. Peter and St. Paul,5.0,"The church itself is very nice and show all three architectural styles in which it has been rebuilt. The paintings of saints are just amazing. All free entrance.
On top of this you can visit a small museum from the side of the building with some old clergy robes and steps that lead to one of the tall towers with stunning views of the city. The museum fee was around £1 (jan/2014)",Jan 2014
Czech,DowneastCornhusker,Cathedral of St. Peter and St. Paul,5.0,The towers of this cathedral take you inside the roof of this cathedral in a way unlike any other I have ever experienced We got lucky and were there when the bells rang. Loud but amazing!.,Feb 2014
Czech,Steveo_1M,Cathedral of St. Peter and St. Paul,5.0,"The St Peter and St Paul Cathedral dominates the skyline of Brno and is a fascinating church and defintely worth a visit. The tower gives superb views over the town and is worth climbing the steps for the view
Visited Brno in sep 2011 as a day trip from Vienna. Two hours on the train each way and it wasn't cheap. Was worth the effort though and possibly easier than going from Prague.",Mar 2013
Czech,dvsnats,Cathedral of St. Peter and St. Paul,5.0,"very nicely perserved, a lot of detail in the work of the masters that ornates this church, well worth it.",Sep 2013
Czech,MorskaVydra,Cathedral of St. Peter and St. Paul,5.0,"The twin towers of this mainly baroque and gothic cathedral on the top of one of central Brno hills create part of typical Brno silhouette. Beautifully renovated, with beautiful altar, tower accessible for viewing the Brno itself, and, on a bright day, as far as Pálava hills, this is a must to visit. Good organ, too, Bach's Fuga never sounds better than under the ceiling of a gothic cathedral.",Jan 2014
Czech,onesimuskr,Cathedral of St. Peter and St. Paul,5.0,It was good to visit a old church situated on a hillock. It has a labyrinth which takes you back to ages past. The high rise spire gives you a good view of the city of Brno. The entry fee is only to get to the labyrinth and the spire.,Nov 2013
Czech,Fredi B,Cathedral of St. Peter and St. Paul,5.0,"What a nice church, really worth going to see it. The decoration is amazing. Found parking right outside it too. A very nice old neighbourhood to walk around in too. Take time to see it. We were all alone in here when we visited it, and could enjoy it to the fullest.",Nov 2013
Czech,Dalessandri,Cathedral of St. Peter and St. Paul,5.0,"Beautifully positioned, slender and refined. walk around it and admire it from the Denisov gardens and see it lit up by night...a pearl.",Nov 2013
Czech,Tom D,Cathedral of St. Peter and St. Paul,4.0,Worth a visit as far as churches go. we went on a monday and it was quite quiet which was nice. lots of detail and a great church organ.,Nov 2013
Czech,Sparkie09,Cathedral of St. Peter and St. Paul,5.0,"While in Brno it is a must, beautiful and commands a beautiful view too, from the front you walk straight down to the open local market,
It has an impressive and filligree entrance , gothic towers , and beautiful stained glass work.",Aug 2013
Czech,Koko2013,Cathedral of St. Peter and St. Paul,4.0,"a nice place to look up from for the whole city.
best shot from below the hill though ;)
I think it needs some bit of maintenance historically as the brick status looks so sad!",Oct 2013
Czech,javertz,Cathedral of St. Peter and St. Paul,4.0,"interesting statues beside cathedral... is possible goes to bell tower, where is very nice view on all city",Sep 2013
Czech,Steve D,Cathedral of St. Peter and St. Paul,5.0,"As you leave the railway station the cathedral towers over the town. After quite a gentle walk for 10 minutes you arrive at the entrance. The approach to it is masked by other buildings so as you turn the corner it suddenly appears in all its majesty. The slim twin towers that soar above you were built in 1905. The cathedral itself has been added to since the 1300s. Once inside it is all you would expect of a Catholic church of the Austrian Empire-heavily ornate and baroque. Get their before 11 am to hear the bells chime to remember the calling off of the Swedish seige in the Wars of Religion.Traditionally, the bells of the cathedral are rung at 11 o'clock in the morning instead of 12 noon. According to legend the Swedes had promised that they would call off their attack if they had not succeeded in taking the city by midday on the 15th of August. The bells were rung an hour early on this date, fooling the Swedes into breaking off the siege. The Cathedral shop sells a selection of extremely charming crafted locally made terracotta religious plates of a unique design.
Read more",Sep 2012
Czech,mototraveler75,Cathedral of St. Peter and St. Paul,5.0,"The Cathedral of Saints Peter and Paul is located on the Petrov hill in the centre of the city of Brno in the Czech Republic. It is a national cultural monument and one of the most important pieces of architecture in South Moravia. The interior is mostly Baroque in style, while the impressive 84-metre-high towers were constructed to the Gothic Revival designs of the architect August Kirstein in 1904–5 .",Jul 2013
Czech,FScfs,Cathedral of St. Peter and St. Paul,5.0,"The church is very old, and extremely well maintained. You cannot take photos inside however. The climb up to the cathedral is a gradual slope with some steps, depending on the route take. The climb up to the towers is well worth the effort. Be sure to read the history on the way up, and look at the treasures in the small museum.",Jul 2013
Czech,Petra B,Cathedral of St. Peter and St. Paul,5.0,"Cathedral St. Peter and Paul - Petrov - is one of two symbols of Brno in the centre of town. Two slim cathedral towers you have seen from all sides and their visit you can´t leave out. Old paintings, nappy voice of organ, stone beauty majestic crypt are interesting but atmosphere of narrow streets around cathedral is charmed.",Jun 2013
Czech,Viktor B,Cathedral of St. Peter and St. Paul,5.0,"This Cathedral looks impressive from the outside, there is also nice view from the tower. The church is a wonderful thing to see from many places around Brno.",Aug 2012
Czech,TimMPerth,Cathedral of St. Peter and St. Paul,3.0,It is worth a visit but will only take 20 minutes or so. There are definitely better churches to see in Europe but the stained glass in always nice. The walk up the tower is good for the view and costs 35krones it definitely makes the place as the views are fantastic.,Jul 2013
Czech,Seutonious,Cathedral of St. Peter and St. Paul,4.0,"This Cathedral looks impressive from the outside, inside I've seen better.
There are not as many things of interest as some other cathedrals that we've seen",Jun 2013
Czech,Joshiewoshie,Cathedral of St. Peter and St. Paul,2.0,"When it's the crypt at this cathedral. So...the cathedral itself is okay. The views are good. However, we made the mistake of paying extra to go into what they called the crypt. We have been to a good many crypts. Most of them are large, most of them have coffins or something equally macabre. Even Brno has at least two other crypts. This was not a crypt. This was a tiny renovated room with a couple of pointless exhibits tossed in. We could literally see everything there was to see standing in one spot. We lingered a little while because we didn't want to embarrass the poor girl they have sitting there taking people's money. We laughed all the way down the hill.
Read more",Jun 2013
Czech,NVV,Cathedral of St. Peter and St. Paul,5.0,"This Cathedral you will surely notice coming closer to the main railway station). The exterior empresses!!! But inside it's also nice to observe and there's no obligatory entrance fee! And of course you shouldn't forget about high tower with nice view over the city! Price for the tower is 35 crowns (about 1,5 euro).",May 2013
Czech,AnnPotapova,Cathedral of St. Peter and St. Paul,5.0,"We liked it so much that we decided to stay in Brno next morning to visit the cathedral. When I saw the stained glass window from the outside I've said it should be great and it was! I've never seen such amazing one before - fine contours, colorful. Unfortunately it was not possible to come very close to it in the inside to see its made in detail",May 2013
Czech,Ralph301,Cathedral of St. Peter and St. Paul,4.0,"The church is a wonderful thing to see from many places around Brno. The walk up the steeple is interesting, but not great.",Apr 2013
Czech,hi,Cathedral of St. Peter and St. Paul,5.0,"Hello, i am living right next to this amazing work of art. It is unreal..to see it in the sunrise and sunset everyday. She was build on the former Brno castle or palace, on Petrov hill. Very easy to reach, you have the tram lines, only 10 min to foot walk to the centre.",Feb 2013
Czech,UGM_BRNO,Cathedral of St. Peter and St. Paul,4.0,"Your eyes will thank you enjoying this lace like neogothis architecture, elegant and inviting to heaven. Close to the end of the year there are many concerts in the cathedral so your ears will be happy as well. Those who love wings can climb up the tower to see the city in the way birds can see it. People who prefer to find out roots from the past, shoud visit the cathedral crypt to understand better this place.",Dec 2012
Czech,MassimoBarberio,Cathedral of St. Peter and St. Paul,4.0,"The Cathedral is placed on the Petrov hill in the center of Brno; there is a panorama of the city and the possibility to reach the other city side crossing the hill easier and quicker. If i am right, it is a national cultural monument and also the most important monuments of South Moravia..Internally, it looks as baroque; it has a high tower (around 90 mt) built between 1904 and 1905 by A. Kirstein in the Gothic Revival style.",Dec 2012
Czech,vaclean,Cathedral of St. Peter and St. Paul,4.0,"It's an impressive cathedral, visible from nearly all roads approaching the city. And the interior and view from the hill are a nice bonus if you decide to go uphill to the cathedral.",Nov 2012
Czech,Naomi C,Cathedral of St. Peter and St. Paul,3.0,"We visited mid-week and out of season, so it was very quiet. The interior of the cathedral was quite impressive, though sadly the available information in English was very limited. A mildly interesting 15 minutes.",Nov 2012
Czech,Shaun,Cathedral of St. Peter and St. Paul,5.0,"The stained-glass windows and gothic style are impressive, and the climb up into the towers is worth it for a view of the city as well as a peek into the old part of the building. There is a nice shop nearby with some regional religious art.",Nov 2012
Czech,Fenyo,Cathedral of St. Peter and St. Paul,5.0,Interior is beautiful and view from the top of the hill is definitely worth the climb. As gothic architecture lover i enjoyed trip very much.,Sep 2012
Czech,HughJarres,Cathedral of St. Peter and St. Paul,3.0,"Not much visited, the cathedral offers a tranquil interior with spactacular high ceiling and unusual stained-glass windows.",Oct 2012
Czech,Katie H,Cathedral of St. Peter and St. Paul,4.0,The cathedral is massive. Inside is beautiful (and free) but it is definitely worth a trip up the stairs (for a small price) to the lookouts where you have an amazing view of the city from two sides of the cathedral.,Oct 2012
Czech,GlennC48,Cathedral of St. Peter and St. Paul,5.0,"It's a long climb up the hill to the cathedral. But definitely worth the exercise. On the way you enjoy a variety of views of different parts of the city. And in one area there is a parklike feeling.

As we entered the cathedral, the pipe organ was playing. As is our custom, we sat to pray and worship briefly. While we prayed, the organ hit a section of fortissimo music. The building virtually shook from the volume. Very enjoyable and in spiring.",Aug 2012
Czech,geismom,Cathedral of St. Peter and St. Paul,4.0,"The interior was beautiful. There is a side chapel with the Blessed Sacrament exposed during the day.
There is a small museum in the bell tower, and one can actually climb up to the rafters in the top of the tower for a fee.
Just a warning: the bells do ring, so if you are at the top when the bell strikes, the noise is quite loud.",Jul 2012
Czech,DocDavid,Cathedral of St. Peter and St. Paul,5.0,"Looks gloomy from the outside, but is light and airy inside. Fantastic view from the towers. Worth the climb!",Aug 2012
Czech,Sudipta_Sinha,Cathedral of St. Peter and St. Paul,4.0,"This is one of the prime attractions in the city of Brno, Czech Republic. The Cathedral is a very Old Catholic church with nice gothic architecture. The church is located on a small hilltop, therefore, requires a gentle hike. Apart from the architecture of the church, the hilltop provides a nice view of this old Moravian Capital. Definitely recommended.",Jul 2012
Czech,saartjemart,Cathedral of St. Peter and St. Paul,4.0,"A beautiful cathedral with such an interesting history. Inside there are some sheets with information available in several languages, so you can get to know more about this wonderful structure. A short climb up the tower (after paying a small fee) gives you nice views on the north and south side of the city. At the foot of the cathedral are some small tree-lined squares where you can hang out and take in the beauty of this city.",Jul 2012
Czech,Deb M,Cathedral of St. Peter and St. Paul,5.0,Very interesting history - beautiful! Be prepared to spend some time going through the cathedrals - they have a wealth of information.,Jun 2012
Czech,reynardridge,Cathedral of St. Peter and St. Paul,4.0,"Brno is the second largest city in the Czech Republic. The cathedral and Speilberk Castle would be the tourist historical centerpieces (the Brno clock being less historical, but of interest). The walk up the tower is not terribly stressful and worth the price of admission, as you have a lovely view of Brno from high up.",May 2012
Czech,JMurph40,Cathedral of St. Peter and St. Paul,3.0,"I thought this cathedral was fine. It's not breath-taking, but it is a very nice and peaceful place to go.",Jul 2012
Czech,Jan B,Cathedral of St. Peter and St. Paul,5.0,"excellent cathedral on the hill, and little streets around resamble Mala Strana in Prague - just this few streets around - (don't say Brno locals, they usually hate Prague)",Dec 2011
Czech,MonisAziz,Cathedral of St. Peter and St. Paul,5.0,very close by within walking distance. Situated in the main city area. Worth a visit.,May 2012
Czech,Ullas k,Cathedral of St. Peter and St. Paul,4.0,Its a huge church and worth watching while you are in Brno after a short climb up to the hill. Perhaps the only worth while thing in Brno although dont know tugendhat that much :),May 2012
Czech,worldvisitor85,Cathedral of St. Peter and St. Paul,5.0,A very strange church than what I have seen so far and really impressive inside. one of the most interesting sights to visit while you are in Brno.,Apr 2011
Czech,Ephie L,Cathedral of St. Peter and St. Paul,5.0,"I wasnt really pay attention on this trip but my quick review i have a different feeling , i was not feeling really safe -:(",Dec 2011
Czech,RoadCzechChick,Cathedral of St. Peter and St. Paul,5.0,You can Petrov from all around Brno. Go up into the tower. It is worth the climb....my favorite sight of Brno.,May 2011
Czech,farm2fork,Cathedral of St. Peter and St. Paul,4.0,Hats off boys and no pics allowed in this silent and recluse cathedral. Beautiful gothic architecture and close walk from drop off and town center with Christmas markets. Nice place to see.,Nov 2011
Czech,Christophe F,Cathedral of St. Peter and St. Paul,2.0,"May just be my taste, but I found the cathedral a little disappointing. Not that old, in fact.",Oct 2011
Czech,Friedbeef,Cathedral of St. Peter and St. Paul,5.0,"Very beautiful place.

Tip: Take the time to walk all the way around the church. There is a park, monolith, giant cross, and a good view of the city.",Oct 2011
Czech,Kroulak,Cathedral of St. Peter and St. Paul,4.0,"Because Brno is not know like capital Prague, its not really tourist city and sometimes it mean that very nice places are empty! Its very close to main square ""namesti Svobody"", 5 min by walk distance only! If you have like old historical buildings,its very good choice!",Sep 2011
Czech,Lonnie S,Staromestske namesti,5.0,"This place was great. Ate here two evenings while in Prague. Sat outside with the view of Old Town Square at night. Both meals were delicious. First night had the pork with dumplings and cabbage. Delicious. Next night had the potato soup in a bread bowl. Outstanding (see pic). For Old Town Square dining I thought the prices were very reasonable. Service was perfect. I had the same server both evenings. The second night he remembered me and asked if I wanted the same meal I had the night before. How impressive is that! Outstanding place, will definitely return if I am ever fortunate enough to visit Prague again.",Oct 2021
Czech,Marcela P,Staromestske namesti,5.0,"It is a beautiful place. There are several cafés and restaurants around.
Great architecture and museums around.

But is always very full of tourists. I went at different times of the day (since I was in Prague for a week) and it was always packed.",Oct 2021
Czech,MartinStutensee,Staromestske namesti,5.0,"This Place is the center of the old town. Multiple attractions and many good restaurants. Admire the astrological clock, Church of Our Lady and the Jan Hus Monument before you sit down in one of the restaurant for people watching.",Oct 2021
Czech,Phil G,Staromestske namesti,4.0,"First time to Prague? 38th time to Prague? You can't go wrong starting here. So many photo opportunities, and see if you can pick the restaurant front from Mission Impossible where Tom Cruise blew out the front windows, killing all the fish and escaping cross the square.",Aug 2021
Czech,MrB1967,Staromestske namesti,5.0,"I walk through the square every morning when taking my daughter to nursery, just after 8am when everyone is nursing hangovers, nobody is blocking the way to watch the wonderful clock, even the pigeons are sleeping, the autumn light comes up through the cobbled streets, the waft of coffee is just started, the shops and restaurants are putting tables n chairs out. My daughter and I love to stop and circle 360 degrees, the spires, the clock, the ancient buildings and statues.
It’s a wonderful time of the day, a beautiful city, and amazing heritage, with the network of streets off the square take you all around the city.
What’s not to like
Read more",Oct 2021
Czech,elena M,Staromestske namesti,5.0,"We were there at night and it was amazing, so many architecture and old times atmosphere. Totally great night",Sep 2021
Czech,Amilcar C,Staromestske namesti,5.0,"This square is such a delightful place. Historic and yet charming. Day or night it is a place not to be missed in the city. Clean and with many options for relaxing, eating and drinking… superb!",Sep 2021
Czech,kim buay p,Staromestske namesti,5.0,"I did a guided live-streamed tour of the Old Town with a guide from Prague City Adventures on Heygo. The tour lasted an hour. We started at the Municipal House which features a spectacular façade decorated with numerous statues and stuccos, as well as an enormous semi-circular mosaic on top of the main entrance. It is located next to the Powder Gate. The Municipal House is the most impressive Art Nouveau building in Prague and it houses the largest concert hall in Prague.
The Powder Tower, also known as Powder Gate, is a dark Gothic tower which serves as a gateway to the Medieval Royal Route, and is currently one of the most iconic buildings of Prague. This tower was built in 1475 and during the seventeenth century, the tower was used to store gunpowder, hence its name.
We walked down Celetna Road.
We also saw an example of Czech cubist architecture in the Grand Café Orient which is inside the House of the Black Madonna. We also looked at the display of cakes in the window. Some cakes are in the form of coronavirus while there is also one looking like a bottle of vaccine. When we reached the Old Town Square,
the guide was so lovely to give us the best postcard shots of the Church of Our Lady before Tyn. Its construction began in 1350, and it was finished in 1511. Nowadays, it is one of the most impressive Gothic buildings in Prague with its eighty-meter high spires. We also saw the Kinsky Palace, a pink-and-white Rococo manor in the middle of Old Town Square.
Our tour includes the viewing of the iconic astronomical clock found on the South wall of the Prague Town Hall. The Calendar Dial represents the months of the year. The Dial also has medallions with all the zodiac signs and the Prague Old Town symbol in the centre. It also has four small sculptures that don’t move: a Philosopher, an Angel, an Astronomer and a Chronicler. The Astronomical Dial represents the Universe. The dial includes a Zodiacal ring that shows the location of the Sun and the two clock hands are designed with a Sun and a Moon each. The show on the hour was a short one and our guide gave us a good view of it.
Read more",Sep 2021
Czech,Mikael F,Staromestske namesti,5.0,"This historic square was founded in the 12th century.

There are many beautiful buildings belonging to various architectural styles, including the Gothic Church of Our Lady before Tyn and the Baroque St. Nicholas Church.

The most important sight is the medieval astronomical clock mounted on the Old Town Hall. The Czech National Gallery is located in the Kinsky Palace.

You can find many cafes and restaurants with nice summer terraces around the square.
Read more",Sep 2021
Czech,zuv,Staromestske namesti,4.0,"The largest and the most beautiful square in Prague. Surrounded by very old buildings with beautiful architecture. Here is the most famous tourist attraction in Prague, the Astronomical Clock. Also here are the old City Hall and two old and beautiful churches. There are also several restaurants on the square sides.",Aug 2021
Czech,Anna P,Staromestske namesti,5.0,This castle is soo beautiful! Prague is the most beautiful city in Europe and staromestske namesti is its heart. I made a lot of pictures there,Aug 2021
Czech,Adrian's_Quests,Staromestske namesti,5.0,"A very clean, well kept city center, a conglomerate of spectacular architecture. Several classy restaurants an excellent opportunity to realize the economic power of this historic city along the centuries.
Good taste and fine craving stone, several art jewelries which each can be declared world heritage patrimony...",Aug 2021
Czech,Angela S,Staromestske namesti,5.0,"One of the must-see places, it is impossible to imagine a tour to Prague without this old square. A real place of power, always feels like you are inside of a fairy tale. Definitely now you'll meet there fewer people than usual due to the COVID restrictions, but still busy and beautiful.",Aug 2021
Czech,Arsila,Staromestske namesti,5.0,"The heart of Prague does not disappoint. Beware though that the square is very crowded with tourists. Skip the bars and restaurants, better to go inside the smaller streets for better places.",Sep 2020
Czech,WeHa 98,Staromestske namesti,5.0,Wow factor!! Such a beautiful place to sit and people watch! The buildings are spectacular and there is even a little green space!,Jul 2021
Czech,Aleks,Staromestske namesti,5.0,"Beautiful place to walk around have a nice stroll. You can stop for food and coffee, or beer whenever, Most of the places have good menus and taste :)",Jul 2021
Czech,Polisgirl,Staromestske namesti,5.0,"This is a lovely area to meander around. We also took a walking tour so got good information, however, enjoyed taking it at a slower pace and getting lost in the maze of small streets. Stunning architecture.",Jul 2021
Czech,Sami V,Staromestske namesti,5.0,"So nice looking square with so many places to see and go! There are so much to see nearby the Square.
The athmosphere was so Nice.",Jul 2021
Czech,Andrea,Staromestske namesti,5.0,Very beautiful square especially during the Christmas holidays when it is very well decorated. The astronomic clock looks like a real miracle. Can't wait for the time when COVID restrictions are over and the square will be full of people as it was always.,Jul 2020
Czech,David D,Staromestske namesti,5.0,"No trip to Prague is complete without seeing the Old Town Square. It is a large square, with the Gothic towers of church and town hall overlooking it. In the centre of the square is a large statue of Jan Hus, who was killed for standing up to Church and Empire in the Middle Ages and who is remembered as a hero in the Czech lands. If you go to the square in 2021 you may still see the faint marks of white crosses on the cobblestones; memorials to those who died in the pandemic, although these are fading and who knows if they will be preserved?",May 2021
Czech,Sam,Staromestske namesti,5.0,"Beautiful square. So excited when I was here. View of the church, museums, restaurants, bars, music. This is the heart of the city",Apr 2021
Czech,Lets cruise,Staromestske namesti,5.0,"On this square you can see history basically everywhere. Dominated by the huge astronomical clock (Orloj) which chimes every hour on the hour. Its a breathtaking experience. The square is hosting a beautiful artisan market during Christmas and Easter, unfortunately due to COVID none of this is possible.",Mar 2021
Czech,romanshorner,Staromestske namesti,5.0,"It is the bigh square in the historic center of Prague (Old Town). Arround the square, there are a lot of old nice buildings. There are a lot of sights around, like the Chrám Matky Boží před Týnem (not directly, but seen from there), the Town Hall or the Saint Nicholas Church (Kostel sv. Mikuláše). On The Square, there is also a monument of Jan Hus and the Mariánský sloup for the Holy Mary. A must see, if you are the first time in Prague.",Mar 2020
Czech,romanshorner,Staromestske namesti,5.0,"It is a wonderful historic city center with a lot of old buildings. In opposite to other cities, a lot of buildings are still original. There are also some main sights (e.g. the Chrám Matky Boží před Týnem (Gothic Church) or the Old Town Hall (Staroměstská Radnice) with the Clock Tower. There are also several museums. You can find a lot of souvenir shops and restaurants. Some of the restaurants are totally overpriced, but you also can find some only known by insiders. You can spend there several days, but even a short walk would be intersting, so it's up to you.",Mar 2020
Czech,luke,Staromestske namesti,5.0,"As we visited during COVD a lot of things were closed and the square was almost empty, just a few people milling around. It is a beautiful historical square known as the old town square. Lots of fairytale buildings with churches, museums, cafes and the astronomical clock. Lots of amazing photo opportunities.",Nov 2020
Czech,UriusT,Staromestske namesti,4.0,"The square is vintage old Europe, classic Euro vibes. It's that picturesque, postcard style architecture. The only drawback is the endless crowds of people that fill it every day, except during global lockdown.",Jul 2020
Czech,xamz10x,Staromestske namesti,5.0,Went here for before Christmas with my boyfriend he showed me all around the town square its beautiful and full of Christmas decorations. I really enjoyed walking around the narrow streets seeing the beautiful landmarks. I enjoyed the home made mule wine and the sweet shops with big barrels. I will surely return next summer time to see more we couldn't see.,Dec 2020
Czech,The Weak Knee Traveler,Staromestske namesti,5.0,This is the main square in the old town of Prague where the astronomical clock is located and also where the Christmas Market was held. A must visit square when in the city.,Dec 2019
Czech,Adam,Staromestske namesti,5.0,"Beautiful place, now that there is not that many people it is really enjoyable. Missed a little bit of full prague though...",Nov 2020
